"asset_id","path","source_type","license","author","generated_utc","generator","notes"
"characters/boots/crouch_03","assets/sfx/characters/boots/crouch_03.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=boot.crouch.v3; layers=heelFriedlander+soilBrown+gravelGrains+rubberTransient; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"characters/boots/crouch_04","assets/sfx/characters/boots/crouch_04.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=boot.crouch.v4; layers=heelFriedlander+soilBrown+gravelGrains+rubberTransient; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"characters/body/jump_01","assets/sfx/characters/body/jump_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=character.jump; layers=impactPulse+clothNoise+gearModes+optionalDebris; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"characters/body/land_soft_01","assets/sfx/characters/body/land_soft_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=character.land.soft; layers=impactPulse+clothNoise+gearModes+optionalDebris; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"characters/body/land_hard_01","assets/sfx/characters/body/land_hard_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=character.land.hard; layers=impactPulse+clothNoise+gearModes+optionalDebris; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"characters/body/hurt_01","assets/sfx/characters/body/hurt_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=character.hurt; layers=impactPulse+clothNoise+gearModes+optionalDebris; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"characters/body/hurt_02","assets/sfx/characters/body/hurt_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=character.hurt; layers=impactPulse+clothNoise+gearModes+optionalDebris; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"characters/body/death_01","assets/sfx/characters/body/death_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=character.death; layers=impactPulse+clothNoise+gearModes+optionalDebris; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle545/fire_close_01","assets/sfx/weapons/profiles/rifle545/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle545.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle545/fire_close_02","assets/sfx/weapons/profiles/rifle545/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle545.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle545/fire_distant_01","assets/sfx/weapons/profiles/rifle545/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle545.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle556/fire_close_01","assets/sfx/weapons/profiles/rifle556/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle556.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle556/fire_close_02","assets/sfx/weapons/profiles/rifle556/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle556.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle556/fire_distant_01","assets/sfx/weapons/profiles/rifle556/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle556.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle762/fire_close_01","assets/sfx/weapons/profiles/rifle762/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle762.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle762/fire_close_02","assets/sfx/weapons/profiles/rifle762/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle762.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/rifle762/fire_distant_01","assets/sfx/weapons/profiles/rifle762/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.rifle762.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/pdw46/fire_close_01","assets/sfx/weapons/profiles/pdw46/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.pdw46.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/pdw46/fire_close_02","assets/sfx/weapons/profiles/pdw46/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.pdw46.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/pdw46/fire_distant_01","assets/sfx/weapons/profiles/pdw46/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.pdw46.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/smg9/fire_close_01","assets/sfx/weapons/profiles/smg9/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.smg9.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/smg9/fire_close_02","assets/sfx/weapons/profiles/smg9/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.smg9.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/smg9/fire_distant_01","assets/sfx/weapons/profiles/smg9/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.smg9.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/lmg556/fire_close_01","assets/sfx/weapons/profiles/lmg556/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.lmg556.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/lmg556/fire_close_02","assets/sfx/weapons/profiles/lmg556/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.lmg556.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/lmg556/fire_distant_01","assets/sfx/weapons/profiles/lmg556/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.lmg556.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/dmr762/fire_close_01","assets/sfx/weapons/profiles/dmr762/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.dmr762.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/dmr762/fire_close_02","assets/sfx/weapons/profiles/dmr762/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.dmr762.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/dmr762/fire_distant_01","assets/sfx/weapons/profiles/dmr762/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.dmr762.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/sniperheavy/fire_close_01","assets/sfx/weapons/profiles/sniperheavy/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.sniperheavy.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/sniperheavy/fire_close_02","assets/sfx/weapons/profiles/sniperheavy/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.sniperheavy.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/sniperheavy/fire_distant_01","assets/sfx/weapons/profiles/sniperheavy/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.sniperheavy.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/pistol45/fire_close_01","assets/sfx/weapons/profiles/pistol45/fire_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.pistol45.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/pistol45/fire_close_02","assets/sfx/weapons/profiles/pistol45/fire_close_02.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.pistol45.hmg-family.close; layers=tankHmgMaster+friedlander+muzzleNoise+mechModes+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/profiles/pistol45/fire_distant_01","assets/sfx/weapons/profiles/pistol45/fire_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T09:00:44.085Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.pistol45.hmg-family.distant; layers=tankHmgMaster+delayed+airAbsorbedLp+pitchEqDur; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/mechanics/empty_01","assets/sfx/weapons/mechanics/empty_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.mechanic.empty; layers=dryStriker+shortMetal; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/mechanics/reload_start_01","assets/sfx/weapons/mechanics/reload_start_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.mechanic.reload_start; layers=magBody+scrape+latchModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/mechanics/reload_mag_01","assets/sfx/weapons/mechanics/reload_mag_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.mechanic.reload_mag; layers=magBody+scrape+latchModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"weapons/mechanics/reload_rack_01","assets/sfx/weapons/mechanics/reload_rack_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=gun.mechanic.reload_rack; layers=magBody+scrape+latchModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/frag/pin_01","assets/sfx/throwables/frag/pin_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.frag.pin; layers=spoonTick+pinModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/frag/throw_01","assets/sfx/throwables/frag/throw_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.frag.throw; layers=airWhoosh+objectNoise; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/frag/bounce_01","assets/sfx/throwables/frag/bounce_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.frag.bounce; layers=metalImpact+dampedRing; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/flash/pin_01","assets/sfx/throwables/flash/pin_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.flash.pin; layers=spoonTick+pinModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/flash/throw_01","assets/sfx/throwables/flash/throw_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.flash.throw; layers=airWhoosh+objectNoise; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/flash/bounce_01","assets/sfx/throwables/flash/bounce_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.flash.bounce; layers=metalImpact+dampedRing; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/smoke/pin_01","assets/sfx/throwables/smoke/pin_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.smoke.pin; layers=spoonTick+pinModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/smoke/throw_01","assets/sfx/throwables/smoke/throw_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.smoke.throw; layers=airWhoosh+objectNoise; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/smoke/bounce_01","assets/sfx/throwables/smoke/bounce_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.smoke.bounce; layers=metalImpact+dampedRing; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/frag/detonate_close_01","assets/sfx/throwables/frag/detonate_close_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.frag.detonate; layers=subShock+fireball+debris+airTail; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/frag/detonate_distant_01","assets/sfx/throwables/frag/detonate_distant_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.frag.distant; layers=subShock+fireball+debris+airTail; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/flash/detonate_01","assets/sfx/throwables/flash/detonate_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.flash.detonate; layers=hfBurst+weakShock; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/flash/ring_01","assets/sfx/throwables/flash/ring_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.flash.ring; layers=hfBandNoise+inharmonicRing; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/smoke/ignite_01","assets/sfx/throwables/smoke/ignite_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.smoke.ignite; layers=crackle+hissSwell; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"throwables/smoke/hiss_loop_01","assets/sfx/throwables/smoke/hiss_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=throwable.smoke.loop; layers=loopAlignedPinkHiss+brownSteam+periodicMod; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/jeep/idle_loop_01","assets/sfx/vehicles/jeep/idle_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.jeep.idle; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/jeep/engine_loop_01","assets/sfx/vehicles/jeep/engine_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.jeep.engine; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/jeep/rev_loop_01","assets/sfx/vehicles/jeep/rev_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.jeep.rev; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/jeep/movement_loop_01","assets/sfx/vehicles/jeep/movement_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.jeep.movement; layers=tireNoise+pebbleGrains+seamlessSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/jeep/shift_01","assets/sfx/vehicles/jeep/shift_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.jeep.shift; layers=gearThud+meshModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/jeep/brake_01","assets/sfx/vehicles/jeep/brake_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.jeep.brake; layers=frictionNoise+optionalTrackGrind; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/ifv/idle_loop_01","assets/sfx/vehicles/ifv/idle_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.ifv.idle; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/ifv/engine_loop_01","assets/sfx/vehicles/ifv/engine_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.ifv.engine; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/ifv/rev_loop_01","assets/sfx/vehicles/ifv/rev_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.ifv.rev; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/ifv/movement_loop_01","assets/sfx/vehicles/ifv/movement_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.ifv.movement; layers=trackHits+metalModes+dirtGravel+combustionBed; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
